epoch,step,train_loss,train_logits_loss,train_foreign_loss,train_home_loss,train_acc,val_loss,val_logits_loss,val_foreign_loss,val_home_loss,val_acc,sav_version
0,459,0.06774260447825221,0.002151290315948021,0.027572565829718166,0.01970003198320959,0.6741486814633261,0.039541717153042555,0.9131588265299797,0.012281541363336146,0.008997000035985062,0.7049819483901517,1
1,918,0.03639928942996692,0.002226297112591646,0.009494469842968877,0.008018535053588792,0.6867285841805857,0.03316692099906504,0.8929870029290518,0.008580925835606953,0.006726255446361999,0.7060768821022726,2
2,1377,0.031706482224766984,0.0018620202743929197,0.007155129784405686,0.0062102255186224295,0.6917550797325104,0.03095790099663039,0.8743600522478422,0.007547597381441544,0.005923103172487269,0.7103929924242424,3
3,1836,0.029188367426557737,0.0019049550972732843,0.005956201184102718,0.005246375109148181,0.6962537445533772,0.029459970227132242,0.8645417193571726,0.006728379831959804,0.005440756523360808,0.7130119554924241,4
4,2295,0.02746381714923839,0.0020987631708448487,0.005186745436346739,0.004593789155446885,0.7006937825284434,0.028172835242003202,0.8492811421553293,0.006153052323497832,0.005034160412227114,0.7188091856060606,5
5,2754,0.026281469954027588,0.0016562986737502685,0.004685039397669968,0.004169745004506607,0.705124837357782,0.027040225531285007,0.8427902410427729,0.005673335263660799,0.004511085814253117,0.7221487334280304,6
6,3213,0.025505935123965373,0.0020120164667599082,0.004365365122382028,0.0039042781958303747,0.7085307734204792,0.02660781843587756,0.8386886566877365,0.005502012985137601,0.004332032937478895,0.7240974195075758,7
7,3672,0.024789121281964328,0.002205948164779896,0.004065774700224951,0.003640153209936515,0.7110574013556044,0.02455426030792296,0.8268697212139765,0.004517773709570368,0.003499092378964027,0.7286310369318182,8
8,4131,0.02411294660342285,0.0018405540316712623,0.0038116532469204827,0.0034035623757359378,0.7149960852396519,0.024685573996976018,0.8200099344054858,0.004624790861271322,0.0036605844992057732,0.7326467803030302,8
9,4590,0.02364412603863314,0.0017560529553033168,0.0036310640225604924,0.0032652763138506925,0.7181709180585812,0.02444278704933822,0.8159091298778852,0.0045723121050590025,0.0035522928713665656,0.735977450284091,9
10,5049,0.0232847550547071,0.0012782419948536327,0.0035006439831708445,0.003146594595204641,0.7201473992374726,0.023454644018784165,0.8102071980635325,0.004060994688188657,0.0031895057666891566,0.7376376065340908,10
11,5508,0.022851461266656457,0.0010648774295590802,0.0033632592320409736,0.0030112061426368153,0.7233011453038004,0.023618563699225586,0.7986495743195215,0.004250616436668982,0.003394956341556584,0.7409046519886363,10
12,5967,0.02252724494841883,0.0019317658898098016,0.0032632560398194264,0.002920071369195296,0.7260295630597922,0.023561544793968398,0.7952346329887708,0.0042820646582792206,0.003374787794503694,0.744045928030303,10
13,6426,0.022261412562660402,0.0016455220500887868,0.003180966264119855,0.0028554155006355448,0.7288262527233108,0.02282428500863413,0.7888984009623528,0.003929477349932616,0.003116840098906929,0.7450121330492423,11
14,6885,0.02200381183075619,0.0012203152403073114,0.0031157485209405422,0.0027901604117253442,0.7313430464778502,0.023344854125753045,0.7835772211352984,0.004317248366229857,0.0033560617400022843,0.7486683238636364,11
15,7344,0.021741787742717854,0.0019991000493367514,0.003032842566805013,0.0027205476832570007,0.733845372639796,0.022899105524023373,0.7768013676007589,0.004084748972672969,0.003278329638609042,0.7526885061553029,11
16,7803,0.021530037250751245,0.0015536420745267847,0.0029883240009729055,0.0026656032128011997,0.7362364023541508,0.022408475866541266,0.7700064678986868,0.0039191874384414405,0.0030891593487467617,0.7549908262310606,12
17,8262,0.02131854054114268,0.0014468483415823875,0.002933999510331806,0.0026251097485699036,0.7387105498063421,0.02159164745050172,0.7611767252286276,0.003561730292858556,0.002806382942556714,0.7575535629734848,13
18,8721,0.021078480513104944,0.0017811687164057315,0.002864735481006647,0.002565974705448792,0.7409778957879448,0.02247975906357169,0.7635060449441274,0.004084526338071252,0.003125112329144031,0.758539003314394,13
19,9180,0.020915287650293775,0.0018655759057188345,0.0028411664057539244,0.002524908575734574,0.7430015621217635,0.022477777131522696,0.7556278382738432,0.004067299596499652,0.0032979211731192968,0.7600201231060605,13
20,9639,0.02075411315625919,0.0018146743182263342,0.0027991871888219727,0.0025004306168971108,0.7447660410614859,0.0217517400936534,0.753061960140864,0.0037021898509313664,0.0029883112389749535,0.7608960700757574,13
21,10098,0.020582644323654035,0.001418958951704902,0.002766273749387602,0.002461068464081921,0.7472282740256605,0.02171648317016661,0.7485530525445938,0.003789347130805254,0.002956075496816387,0.7635446259469695,13
22,10557,0.02045870772390454,0.0017797015850840052,0.002743681165854363,0.0024457065911541545,0.7488102532679745,0.02115985145792365,0.7418735300501188,0.003518892355108013,0.0028034889643701413,0.7644694010416665,14
23,11016,0.020313236223278092,0.001378841519615489,0.002720664454165497,0.002411587109529537,0.7506200261740497,0.020931623022382457,0.7380438596010208,0.0034287358672978976,0.0027420102754452578,0.7676506273674241,15
24,11475,0.02016995486261603,0.001904980029935151,0.0026770196753616946,0.002390226613768744,0.7522446517187121,0.0206714173934112,0.7341668183604876,0.003307962091639638,0.0026801190009185425,0.7658291903409092,16
25,11934,0.02001776382497518,0.0016700709827065729,0.002644902102807476,0.0023489093635239372,0.7537843628963936,0.02049306050563852,0.7325601180394491,0.0032269466125095883,0.0026149121307147047,0.7676565459280303,17
26,12393,0.019910679695912696,0.0019744716438592647,0.0026201089095397325,0.00233204026649704,0.7550404903473736,0.021046232044075925,0.730345663925012,0.00357799167977646,0.0028613273170776665,0.7703539299242425,17
27,12852,0.019820703759643378,0.0014524559829229883,0.00260711806950064,0.00232036827991398,0.7566661560457513,0.022486921399831772,0.7254756912589073,0.004300355173957844,0.0036770526300339648,0.7714518229166668,17
28,13311,0.01967722153765898,0.0015310759378154813,0.002573820619289976,0.0022790265253852557,0.7581953711268457,0.019651542107264202,0.7198724473516146,0.002933737744266788,0.0023203559200434634,0.7724727746212121,18
29,13770,0.0196117120318131,0.0014929014353450866,0.0025723809736510964,0.002290518647759812,0.7593001089324619,0.02042913141970833,0.7201516553759575,0.003332847545001035,0.002693250726830835,0.7726458925189391,18
30,14229,0.019507907233596626,0.001845842353139308,0.002553258092733088,0.002252547147233356,0.7604178013798123,0.01976383923708151,0.7172982220848402,0.0030137287103570998,0.0024041466725369296,0.7733132102272727,18
31,14688,0.019402498206882564,0.001646268731368653,0.0025200632455087144,0.0022419732729021726,0.7618711797990806,0.02020718320272863,0.7142058337728182,0.003345062810694799,0.002578004088718444,0.7755770596590907,18
32,15147,0.019317321081631585,0.001458890167975997,0.0025191909064435298,0.0022300054163982472,0.7626795683551202,0.020838128635659814,0.7112941990296046,0.0036530006036628038,0.002959244593512267,0.7765136718750001,18
33,15606,0.01924972331520649,0.0012382028669053952,0.0025045838585419657,0.002217208930597618,0.7635420449043816,0.019990233316396672,0.709393193324407,0.003236185604085525,0.0025661841112499437,0.7759824810606063,18
34,16065,0.0191581197375176,0.0018064886136771807,0.00247979306611831,0.0022134433641485983,0.7650572651900266,0.0198744204826653,0.7039905612667402,0.003138227805417652,0.002656381829486539,0.7781560724431817,18
35,16524,0.019046028122338333,0.0016296966922568859,0.0024692486816396317,0.002182793415208349,0.7662157127511507,0.020517942883695166,0.7041583855946859,0.0035218814737163484,0.0029128942890868834,0.7799508759469697,18
36,16983,0.01898776281681845,0.0014915014404097413,0.0024538001376315788,0.0021799701146278244,0.7670017852820142,0.02077439062607785,0.7027565464377403,0.0036891337173680463,0.003030126380811756,0.7791696259469698,18
