,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_4_5_6_alpha_5_0,0.24,0.14222222222222222,0.5022222222222222,0.41333333333333333,0.25333333333333335,0.41333333333333333,0.27111111111111114,0.4222222222222222,0.4622222222222222,0.6222222222222222,0.5955555555555555
layers_0_1_2_3_4_5_6_7_alpha_5_0,0.12,0.09777777777777778,0.6222222222222222,0.5244444444444445,0.4088888888888889,0.5111111111111111,0.28444444444444444,0.5155555555555555,0.6088888888888889,0.8844444444444445,0.6977777777777778
