,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_4_5_6_alpha_5_0,0.9446956530751323,7.121428571428571,-0.01264991605453023,-0.06050981511254363,-0.03571428571428571,0.049281340972085995,0.12857142857142856,0.005622487249800968,-0.05204531772218798,-0.07180171625659434,-0.06521220423938888
layers_0_1_2_3_4_5_6_7_alpha_5_0,1.0001971708151816,7.307142857142857,-0.06915002087794175,-0.13601175889558048,-0.17857142857142858,-0.005956267229012266,0.14285714285714285,-0.007768154944251597,-0.04682921560340726,-0.12214886853168803,-0.07521356537023499
