,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_4_5_6_alpha_5_0,-0.45619790609043376,-4.457777777777777,-0.02348218090289618,-0.045171525897764055,-0.16444444444444445,-0.04013450081383179,0.06222222222222222,-0.03199869941055871,-0.002808949438188472,0.05387960102138802,0.02004795028202404
layers_0_1_2_3_4_5_6_7_alpha_5_0,-0.9585344356665227,-7.266666666666667,0.08014929210099643,0.06903486622715278,0.21777777777777776,0.024858542286790592,0.06222222222222222,0.016919555842388793,0.03186707858315611,0.16458406776551487,0.059969107509872326
