,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_4_5_6_alpha_5_0,0.9214285714285714,0.9142857142857143,0.4714285714285714,0.4142857142857143,0.29285714285714287,0.5714285714285714,0.29285714285714287,0.5071428571428571,0.30714285714285716,0.34285714285714286,0.2857142857142857
layers_0_1_2_3_4_5_6_7_alpha_5_0,0.8785714285714286,0.8785714285714286,0.4357142857142857,0.35714285714285715,0.25,0.4714285714285714,0.3,0.45714285714285713,0.34285714285714286,0.2571428571428571,0.2714285714285714
