epoch,step,n_vis,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,1835,0,1.5628741947116904,0.5808855585831055,5.268376271575361,0.26643537068867673,1.4646904110908507,0.5916447368421053,4.517468457519596,0.23990754660018757,1
1,3670,0,1.4288325156437929,0.6130815735694819,4.333292598081791,0.24081000052063883,1.3105394984546461,0.6379331140350876,3.8442942303962404,0.22306725330362845,2
2,5505,0,1.3287243976255203,0.6364739441416898,3.901662716085651,0.22428865120397307,1.285554760380795,0.6455098684210526,3.7546669090296145,0.20076741443875348,3
3,7340,0,1.290121507579689,0.6446653610354244,3.7529843058858856,0.2179284920504453,1.238934936648921,0.6541611842105263,3.585515916970897,0.19703098363642932,4
4,9175,0,1.2681905958892863,0.6504087193460482,3.668141888562963,0.21426961647953718,1.236261635077627,0.6533552631578948,3.5717680136294283,0.20643922419923544,5
5,11010,0,1.2480404537445193,0.6544448228882838,3.5921889511097986,0.211222617292558,1.233948875100989,0.6550657894736842,3.566984045617438,0.19534839379299904,6
6,12845,0,1.2322202355725238,0.6569252384196195,3.5331822578587384,0.20900270355647332,1.244386771478151,0.6573519736842104,3.6180089528232933,0.1873246890099198,7
7,14680,0,1.2178364666021488,0.659851839237058,3.481797040013521,0.20665595181096558,1.232193254169665,0.6577631578947369,3.565790187770121,0.19930094971460147,8
8,16515,0,1.201626971404624,0.663087534059946,3.4207491875893363,0.20455763954877715,1.2240178798374377,0.6590460526315792,3.5441408504456784,0.18394815168594073,9
9,18350,0,1.1850662367870113,0.6668681880108995,3.362190954721044,0.2020117737528257,1.2263314924742046,0.6603125000000001,3.543660484619481,0.19382284056106996,10
10,20185,0,1.166171632800505,0.6690318460490469,3.2974032284702233,0.19955699593614565,1.2384680616228203,0.6608662280701753,3.601945975736197,0.1763149139292907,11
11,22020,0,1.144888735532111,0.6731394754768407,3.222419008090749,0.19653689174446143,1.2480883259522288,0.657434210526316,3.6425039036334104,0.17459136279825352,12
12,23855,0,1.1202184753132127,0.6784758174386921,3.142327889262797,0.19284943136967148,1.2473244347070394,0.6606962719298245,3.6415165064057065,0.1752762495867048,13
13,25690,0,1.0950191328408607,0.6829785422343342,3.0603753211114837,0.189331044411073,1.2621058928339104,0.6605153508771928,3.7129873252788523,0.16585368363048372,14
14,27525,0,1.065084251753316,0.6899472070844688,2.9632390469757803,0.18477837061895658,1.2790536773832222,0.6544956140350877,3.7826670736938617,0.1668035475382094,15
15,29360,0,1.0335439489712832,0.6967889986376014,2.8642949452999087,0.17979102229007018,1.3061869928711338,0.6552850877192984,3.9118628623462857,0.159308982549279,16
16,31195,0,0.9947610795985126,0.7045418937329705,2.751449131350986,0.17399755990060484,1.3322820519146166,0.6505427631578948,4.019565879317101,0.15341517577497968,17
17,33030,0,0.9583603170652155,0.7135609673024532,2.650353418185711,0.16778050904580297,1.3653617112260117,0.6518749999999998,4.193000851973527,0.14840675686240318,18
18,34865,0,0.9159668873701173,0.7234775204359678,2.536215814362011,0.16096132087423282,1.3847649775053326,0.6499671052631578,4.288529903383603,0.14830977480512364,19
19,36700,0,0.8802779750213311,0.7325374659400553,2.4452295887988886,0.15450670168913827,1.4039243359314768,0.6469243421052631,4.357401200475354,0.14533938543212038,20
20,38535,0,0.8369945913309622,0.7438615463215258,2.339479465043465,0.1474045165016167,1.4416014288601122,0.6466228070175437,4.579221307219235,0.13821292568661805,21
21,40370,0,0.8021071645804257,0.7524931880109004,2.255696581537847,0.1411345503714201,1.4804588838627464,0.6457894736842106,4.804236380393634,0.12960578358171926,22
22,42205,0,0.7666586039826395,0.7619448228882848,2.1761902412246634,0.13500993312751997,1.5079984131612276,0.6443859649122808,4.926940421842757,0.12452658354816096,23
23,44040,0,0.7280008235322032,0.7727750340599434,2.094592499803619,0.1283961714797632,1.5691426979868035,0.6414638157894739,5.2710326067968065,0.12075667572605524,24
24,45875,0,0.6935155862196265,0.7822888283378752,2.0192286909470525,0.1224340756255412,1.622206854192834,0.6385032894736844,5.588270017180294,0.1176885733917275,25
25,47710,0,0.6625556954733357,0.7915854904632152,1.9578927749146142,0.11669082620571314,1.627127592814596,0.635438596491228,5.697880234092274,0.11816218595603095,26
26,49545,0,0.6298414594470967,0.8007552792915521,1.8925624352499308,0.11113876754655816,1.6610892421320864,0.637160087719298,5.8724811168700395,0.11288425075010794,27
27,51380,0,0.6032799164589484,0.8081301089918251,1.8437426949536793,0.10641351887404031,1.6908582016041405,0.6391392543859649,6.103890150196661,0.10849436218138797,28
28,53215,0,0.5788325576106599,0.815300579019074,1.7979234465234182,0.10173190586001532,1.7187157988548278,0.6399342105263157,6.342164805025435,0.10256739810691037,29
29,55050,0,0.5512569923816649,0.8234034400544943,1.7486358436970721,0.09728133865202217,1.8040886527613589,0.634873903508772,6.901274286863282,0.10047422241630051,30
30,56885,0,0.5285564810443639,0.8303993528610346,1.708593499301528,0.09312020883075631,1.813304414874629,0.6371820175438597,6.984949030774872,0.09817667124627785,31
31,58720,0,0.5066282970216683,0.8364134877384197,1.6710148431081049,0.08910478112720543,1.821629420079683,0.6399342105263159,7.089044130819568,0.09723812653822014,32
32,60555,0,0.5001135125959277,0.8396798365122613,1.6618030845145177,0.0870216835894986,1.8763118085108306,0.633015350877193,7.605048081681839,0.0945464745214804,33
33,62390,0,0.4616601606805578,0.8506556539509541,1.5965843586147221,0.08124680097939517,1.9146963320280377,0.6373958333333332,7.874445833832117,0.08773513366056858,34
34,64225,0,0.4467081009935618,0.8552196866485016,1.5729843154097276,0.07833387851438493,1.9296902957715487,0.6374451754385965,8.079519404718258,0.08822077433258735,35
35,66060,0,0.43274486724297423,0.8596968664850138,1.5504308508511602,0.07578285613556035,1.9666976727937397,0.6387061403508771,8.43455521158283,0.08418412137957357,36
36,67895,0,0.41483671294895763,0.865637772479562,1.5224979124938958,0.07241587531694425,2.0054115157378347,0.6323903508771932,8.56532065815043,0.08597986393053644,37
37,69730,0,0.4018238917845796,0.869794788828339,1.5027074007966468,0.07002525108208298,2.016413957194278,0.6330208333333337,8.970227821496579,0.08419891809463646,38
38,71565,0,0.38740597423318296,0.8739518051771133,1.480338672714517,0.06760017934270725,2.087862097589593,0.6374835526315791,9.525699593207333,0.07593930508822086,39
39,73400,0,0.3726647471699468,0.8782893392370562,1.459385403312247,0.06489842798386337,2.115518595042982,0.6371984649122807,9.989873495283817,0.07444673740994272,40
40,75235,0,0.36240115990755667,0.8817157697547684,1.4436829971207157,0.06306896515533264,2.1040645944444756,0.6326754385964912,9.630750695908672,0.07769805659213241,41
41,77070,0,0.3459076567469241,0.8868903269754772,1.4195303508387027,0.06044417434218655,2.131805087390699,0.6367269736842107,9.95363379618525,0.0762611891862876,42
42,78905,0,0.3388897871492019,0.8893494550408728,1.40992001813732,0.05880631639188425,2.159338879585266,0.6332565789473682,10.471159471088885,0.07530746816557023,43
43,80740,0,0.3312859064673533,0.8914739441416898,1.3990232052933955,0.05736824085729323,2.1733091153596575,0.6326315789473683,10.383704945433804,0.07462670266426487,44
44,82575,0,0.3202587270525561,0.8947871253405991,1.3831251962328786,0.05569116957250165,2.1948722249583192,0.6304605263157895,10.77729117464156,0.07513745439681627,45
45,84410,0,0.31103004368595594,0.8973288487738444,1.370378739833099,0.05412517432209075,2.1754054998096666,0.635339912280702,10.540264249800419,0.07184854153648666,46
46,86245,0,0.30214584538007627,0.9002988760217988,1.3579803409711004,0.052412701618354256,2.2251294964238215,0.6315296052631578,11.058509359818101,0.07069236094700514,47
47,88080,0,0.2971010353162438,0.9020802111716613,1.351219125471856,0.05147495266231613,2.254214158811067,0.6327576754385965,11.512938897317333,0.06979338533542681,48
48,89915,0,0.2871521977540258,0.9048041553133507,1.3376076690718988,0.049995905016020456,2.3045654422358464,0.6280537280701757,11.893603185003307,0.06863918575585995,49
49,91750,0,0.2806291159963088,0.9070231607629412,1.328906402438655,0.04865086801596818,2.3026945440392743,0.6338541666666666,12.202959236329972,0.06818979282169725,50
50,93585,0,0.2744414941653894,0.9088428133514987,1.3203508407988813,0.04750194242197174,2.3191052160764993,0.6316611842105261,12.563542800317608,0.0684536716593286,51
51,95420,0,0.26843536842096727,0.9109511239782003,1.312449708785866,0.04668772733345116,2.3232827111294396,0.6332675438596495,12.602491806227867,0.06712967464201551,52
52,97255,0,0.2633946629286787,0.9122981948228874,1.3057337639744813,0.04563470658956926,2.351674539164493,0.6346655701754386,13.102110567618984,0.06594223066700663,53
