,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
fhl,0.13777777777777778,0.06222222222222222,0.5111111111111111,0.48444444444444446,0.20444444444444446,0.3377777777777778,0.21333333333333335,0.38666666666666666,0.5688888888888889,0.6711111111111111,0.6088888888888889
l,0.07555555555555556,0.04888888888888889,0.5022222222222222,0.4577777777777778,0.2088888888888889,0.3244444444444444,0.19555555555555557,0.39555555555555555,0.56,0.6844444444444444,0.6177777777777778
