,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
fhl,0.5642857142857143,0.5571428571428572,0.2857142857142857,0.3357142857142857,0.20714285714285716,0.38571428571428573,0.18571428571428572,0.38571428571428573,0.20714285714285716,0.11428571428571428,0.17857142857142858
l,0.3142857142857143,0.4,0.25,0.3357142857142857,0.22142857142857142,0.38571428571428573,0.15714285714285714,0.37857142857142856,0.25,0.09285714285714286,0.17857142857142858
