,layers_4_5_6_alpha_0_5,layers_5_6_7_alpha_1_0,layers_4_5_6_alpha_1_0,layers_4_5_6_alpha_5_0,layers_5_6_7_alpha_10_0,layers_5_6_7_alpha_5_0,layers_0_1_2_3_4_5_6_7_alpha_10_0,layers_3_4_5_6_7_alpha_5_0,layers_4_5_6_alpha_2_5,layers_4_5_6_alpha_7_0,fh,layers_0_1_2_3_4_5_6_7_alpha_20_0,layers_0_1_2_3_4_5_6_7_alpha_7_0,layers_5_6_7_alpha_7_0,layers_0_1_2_3_4_5_6_7_alpha_0_5,none,hl,layers_3_4_5_6_7_alpha_1_0,layers_3_4_5_6_7_alpha_0_5,layers_5_6_7_alpha_20_0,layers_3_4_5_6_7_alpha_10_0,layers_5_6_7_alpha_0_5,layers_3_4_5_6_7_alpha_2_5,fhl,layers_0_1_2_3_4_5_6_7_alpha_2_5,layers_0_1_2_3_4_5_6_7_alpha_1_0,layers_4_5_6_alpha_20_0,layers_3_4_5_6_7_alpha_20_0,layers_0_1_2_3_4_5_6_7_alpha_5_0,l,layers_4_5_6_alpha_10_0,layers_3_4_5_6_7_alpha_7_0,layers_5_6_7_alpha_2_5,f
SE,132.47/137.85,129.39/140.78,122.92/148.37,131.30/222.12,131.56/215.47,130.84/219.10,131.09/213.68,130.12/223.02,111.87/192.29,125.50/220.40,110.87/244.59,155.01/235.29,128.90/216.50,119.90/226.69,130.87/139.34,85.23/238.28,91.13/235.97,126.74/143.72,126.45/139.54,154.19/235.02,132.40/217.37,127.91/140.33,111.81/194.10,104.31/232.14,113.90/192.64,126.45/141.56,157.12/232.25,152.07/235.52,130.40/222.35,83.56/239.11,125.84/221.80,128.13/221.83,108.91/192.14,113.10/240.06
