epoch,step,n_vis,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,2531,0,1.8086764448859955,0.5417825217305413,6.743692694140714,0.30807844791110167,1.7336477994015722,0.5532410037878789,7.699612726356089,0.2665466763110264,1
1,5062,0,1.721597387356421,0.5517335045436578,5.937688882869023,0.28940040128563377,1.7212512746001736,0.5502675189393939,7.302203413005257,0.2729254132850474,2
2,7593,0,1.6989661927093211,0.5550721058870006,5.809303529747835,0.28630314998607426,1.702265370975841,0.5539370265151514,7.127113729096939,0.2801806887253761,3
3,10124,0,1.6814269497195802,0.5575106183326746,5.681779480890608,0.28403718053492233,1.69355959964521,0.554711174242424,7.277416195772784,0.2684984406716073,4
4,12655,0,1.6680487911722868,0.5591521384828132,5.611953505964191,0.2821933911421268,1.698375766024445,0.5551515151515156,7.0389616657112954,0.2671097607233761,4
5,15186,0,1.658133876154141,0.5604034966416422,5.570205151705453,0.2806153246889123,1.6843106850530163,0.5535535037878789,7.231171339995811,0.2655223227764061,5
6,17717,0,1.6441323696648542,0.5625043214144605,5.464055981906944,0.2788972306738238,1.6836939598574783,0.5585700757575758,7.41698169919154,0.26045085863267836,6
7,20248,0,1.636609740122558,0.5630296819438951,5.433518181221951,0.2775711021193955,1.6680783615870909,0.5598342803030304,6.848970932565932,0.2715065293657054,7
8,22779,0,1.6245734029162877,0.564472417028844,5.351967588951665,0.2761194845731675,1.6835355758666992,0.5567708333333331,7.169644553859591,0.2515376832066309,7
9,25310,0,1.6148325226515097,0.5655002963255639,5.297457094007631,0.2746095920129477,1.675839359110052,0.5597088068181818,7.158583740739488,0.2552736963139132,7
10,27841,0,1.6043346410728359,0.5670220515606481,5.230161370829104,0.27331505433475994,1.6874569487391096,0.5576870265151515,7.1999977690982035,0.25802980374741297,7
11,30372,0,1.5934011930064786,0.5677875592651118,5.173423344486422,0.27151979062084003,1.6823926482236746,0.5581605113636363,7.110389030343943,0.26037864117259746,7
12,32903,0,1.5824255579453312,0.5685845515606472,5.103430442488027,0.2699760707922054,1.6819003292105414,0.5580776515151514,7.141596281793606,0.2605372737170545,7
13,35434,0,1.572095410077763,0.5697840527459503,5.055637660892724,0.2687182957468886,1.6917513166413163,0.5590767045454547,7.517053456300561,0.23788614109750666,7
14,37965,0,1.5595471294135361,0.5714490320031617,4.9929181874480015,0.26677261426776216,1.7047498442909934,0.5605729166666665,7.649904834444619,0.2330482465981433,7
