Instance,CHE,CC,CTD,CTnCTR,PCS,MCTD,HRHE_i,HRC_i,CBS
pretrained,0.9261752934308883,6.321428571428571,0.32413316264696884,0.1890827154793314,0.10742647245276626,0.15113274316770275,0.47066353873741384,0.9642857142857143,0.19327075217789336
pretrained_epoch168_nvis50,0.7369428030755864,5.857142857142857,0.2940466719541284,0.18083163417127004,0.12795446749242842,0.1764548761804395,0.4461343882387069,0.9642857142857143,0.2004422854700351
pretrained_epoch177_nvis30,0.7397708944190334,5.892857142857143,0.20556492072045343,0.1901347438762707,0.11638288498855338,0.16557697521101278,0.3856236864559879,1.1071428571428572,0.16155535851588126
pretrained_epoch182_nvis20,0.656791309615136,5.035714285714286,0.24361936437123316,0.18335076021421629,0.11678763261795036,0.16113644163946192,0.4916647971872581,1.1428571428571428,0.15566865551785775
pretrained_epoch189_nvis10,0.583133756668386,4.821428571428571,0.21256824486080314,0.1889738119902709,0.1277583303732794,0.18225267245150947,0.40106873492359124,1.3928571428571428,0.131609891759269
pretrained_epoch196_nvis5,0.5909908058150878,4.714285714285714,0.2463628697505764,0.17387444981709368,0.13079500619464582,0.16358981368878928,0.48283984188656515,1.2142857142857142,0.11895124799953492
pretrained_epoch200_nvis3,0.5883313975786431,4.964285714285714,0.2513217924263023,0.17187870547822667,0.12080043817523377,0.17001647556795513,0.4821799197303885,1.3571428571428572,0.14091875193405318
pretrained_epoch203_nvis2,0.6177480094131983,4.928571428571429,0.2628101444254301,0.19162662296526606,0.120349956797923,0.18356230786542346,0.5267913773748989,1.5,0.16138682819784106
pretrained,0.40824524707356685,3.9285714285714284,0.15545327932800174,0.0830100193584075,0.09000587673840472,0.07143128358023053,0.5490738444970565,1.6428571428571428,0.15599661004489698
pretrained_back,0.5027077039925094,4.178571428571429,0.21715982052439356,0.06735483484456499,0.0968640927378204,0.07446768725135519,0.33603723325872886,0.7142857142857143,0.13911572820862794
pretrained_epoch168_nvis50,1.0008931238135734,6.857142857142857,0.31223346273588914,0.08438220081066035,0.09403260305203523,0.07111635620325396,0.5225518256867566,1.1071428571428572,0.22144643083527502
pretrained_epoch177_nvis30,0.7642674494341344,5.964285714285714,0.2210387339213859,0.07410977282711886,0.12569000649379755,0.09224120471803873,0.3644194219001143,0.7142857142857143,0.15811341581108354
pretrained_epoch182_nvis20,0.8538622979642835,6.535714285714286,0.2592964070604412,0.0800395533455408,0.12056933722076162,0.07331339023887991,0.4337530993339724,0.9285714285714286,0.19740348032173624
pretrained_epoch189_nvis10,0.8112088356311103,6.107142857142857,0.2269128409545609,0.07343348524728611,0.12569064249765277,0.060762507870461314,0.4092194955102049,0.9285714285714286,0.17177550285218726
pretrained_epoch196_nvis5,0.6152881855273094,4.785714285714286,0.22657158552444026,0.06516698193486506,0.08802277668013901,0.06519898437675158,0.3770831271892633,0.9642857142857143,0.15380640293685352
pretrained_epoch200_nvis3,0.5186349193823659,4.357142857142857,0.16237343563107604,0.0808603418406899,0.09381785089687336,0.0673924096021468,0.3285198372682344,0.8571428571428571,0.145174210155371
pretrained_epoch203_nvis2,0.4886294864634367,4.321428571428571,0.13432637896719907,0.061175422417860954,0.08115301046498381,0.06331210379711347,0.32104528534548965,0.8571428571428571,0.15063775648834327
