epoch,step,train_loss,train_logits_loss,train_foreign_loss,train_home_loss,train_acc,val_loss,val_logits_loss,val_foreign_loss,val_home_loss,val_acc,sav_version
0,1266,0.024682156158255128,0.49364311529373484,0.300800022614699,0.11796177369299658,0.8438937845576615,1.6189948103644631,1.6189948103644631,0.25629916629104904,0.12179194763302803,0.6607016681235433,1
1,2532,0.022875109986485957,0.4575021918598227,0.28730298062024334,0.11616860191215647,0.8533841824644549,1.569039984182878,1.569039984182878,0.25632585178722034,0.1236795216347232,0.6667103729603729,2
2,3798,0.022090770639471805,0.4418154053925573,0.28663388245972976,0.11972216607364244,0.8579550503554506,1.53659562811707,1.53659562811707,0.2509723034772006,0.12418954921039668,0.6698299096736595,3
3,5064,0.02158353486544148,0.4316706900348031,0.28847138888510104,0.12350434742832636,0.8605863694707746,1.531550000111262,1.531550000111262,0.2579692071585944,0.13106587167942163,0.6723011363636364,4
4,6330,0.02123164704016529,0.4246329336146137,0.2908024407370019,0.1282685574197091,0.8630060229067932,1.4947447388461141,1.4947447388461141,0.26447027808789053,0.13371021221532967,0.675207604895105,5
5,7596,0.020962308013832306,0.41924615302027496,0.29234303617599827,0.12976602310135277,0.8644099279225906,1.5003878781289766,1.5003878781289766,0.2673937411922397,0.1354749265945319,0.674774184149184,5
6,8862,0.020639189487355533,0.4127837831233915,0.29445609595114586,0.1334613152319127,0.8660859745260662,1.4782233229189208,1.4782233229189208,0.2608267193039258,0.13566024804657156,0.6769094187062937,6
7,10128,0.020451810639086774,0.40903620556067516,0.29662667137186677,0.13607156037177898,0.8673615225118497,1.4748779372735457,1.4748779372735457,0.26172630804957764,0.14001687932195087,0.6786339962121211,7
8,11394,0.020205730613538815,0.4041146056088038,0.29743962287667425,0.13870657598496802,0.8688845280410739,1.4485051875764674,1.4485051875764674,0.2679176287669124,0.14229695611830914,0.6820658508158509,8
9,12660,0.019985203709200282,0.3997040667157697,0.30048251934761494,0.14136391722760494,0.8700520833333331,1.4721214202317325,1.4721214202317325,0.2725274506391901,0.14853538019639073,0.679486268939394,8
10,13926,0.019892510688771004,0.39785020718406916,0.301626289954871,0.14353625725301522,0.8707043592022126,1.4438721971078352,1.4438721971078352,0.27026512044848816,0.14697443750320058,0.685067926864802,9
11,15192,0.019610720131940564,0.39221439574143335,0.3015513541221054,0.14480990332096674,0.8722582197867308,1.4584644563270337,1.4584644563270337,0.2727203010158105,0.15008317882364447,0.6834580783799533,9
12,16458,0.019439075524311095,0.38878150367270714,0.30429626823554484,0.1478739637604916,0.8738120803712469,1.4475032831683303,1.4475032831683303,0.2702339327696598,0.15302584771857117,0.6847984047202798,9
13,17724,0.019289692472828343,0.3857938425989136,0.3037055412080804,0.15002172412041803,0.8741249506319114,1.4510904875668613,1.4510904875668613,0.2669038499395053,0.14901372959667986,0.6848666958041959,9
14,18990,0.019131973979841642,0.3826394724360951,0.30438936642984643,0.15206732715098967,0.8752826323064772,1.4254341884092852,1.4254341884092852,0.27516456445058185,0.15491466856364047,0.6874271561771561,10
