epoch,step,train_loss,train_logits_loss,train_foreign_loss,train_home_loss,train_acc,val_loss,val_logits_loss,val_foreign_loss,val_home_loss,val_acc,sav_version
0,1266,0.079564340937865,3.7882907889653907,0.079564340937865,0.04181450330262406,0.4818090936018963,0.14025863350340814,6.109944516962225,0.14025863350340814,0.12873652701576552,0.37674552010489515,1
1,2532,0.024519614522208535,4.649414412594896,0.024519614522208535,0.0219473510923226,0.37252604166666736,0.1397500837391073,5.586019378719908,0.1397500837391073,0.13796917541009007,0.3616513694638694,2
2,3798,0.015332786548047034,4.651961259932315,0.015332786548047034,0.014304393601543484,0.3667660199447081,0.12935708553502054,5.23591708053242,0.12935708553502054,0.12819735367189755,0.36263476107226084,3
3,5064,0.011898396488891159,4.614475372466619,0.011898396488891159,0.011200962681985368,0.3670560574644549,0.11876919572100494,5.135943029866074,0.11876919572100494,0.11755960434675217,0.36979895104895105,4
4,6330,0.009919017082150866,4.579591942247809,0.009919017082150866,0.009368459461624682,0.3677947274881515,0.11261634720545827,4.862478910070477,0.11261634720545827,0.11133166176803184,0.3668260125291374,5
5,7596,0.008512450636645534,4.538160766847137,0.008512450636645534,0.00807519529108988,0.36911655805687216,0.10294928480729912,4.805742711731882,0.10294928480729912,0.10174603229670813,0.3678913534382284,6
6,8862,0.007483428143300293,4.497771637511291,0.007483428143300293,0.007114434323463395,0.3705093552527643,0.09220201127005345,5.004828333854675,0.09220201127005345,0.09104362784913092,0.3662969842657344,7
7,10128,0.00663167213628254,4.462900857413173,0.00663167213628254,0.006323769686031515,0.3712369174565564,0.08541218626002471,4.796832998593648,0.08541218626002471,0.08488094434142113,0.3673067817599067,8
8,11394,0.005941062903592266,4.4349283057178175,0.005941062903592266,0.005671792181236684,0.3724050898499214,0.07792558137214545,4.766033588033734,0.07792558137214545,0.07723329289618766,0.3648036858974358,9
9,12660,0.005364308601221743,4.404062101437959,0.005364308601221743,0.005128256184869927,0.373486250987362,0.07029745451202898,4.786083925854076,0.07029745451202898,0.06982168651214152,0.366500946969697,10
10,13926,0.004851913262242495,4.374076115576577,0.004851913262242495,0.00463232274316575,0.3746784903238547,0.06290313178165392,4.626592990123864,0.06290313178165392,0.0628937218112476,0.36966418997668987,11
