,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_1_2_alpha_5_0,0.14666666666666667,0.08,0.5866666666666667,0.5777777777777777,0.3288888888888889,0.43555555555555553,0.24444444444444444,0.4533333333333333,0.52,0.7866666666666666,0.6711111111111111
layers_0_1_2_3_alpha_5_0,0.09333333333333334,0.06666666666666667,0.5911111111111111,0.5422222222222223,0.3466666666666667,0.5066666666666667,0.28888888888888886,0.48,0.5688888888888889,0.8355555555555556,0.7066666666666667
