,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_1_2_alpha_5_0,0.8283160278906503,6.507142857142857,-0.06702922738073991,-0.12441354093503317,-0.19285714285714287,-0.014699192087017322,0.08571428571428572,-0.015398131235067135,-0.049826684253148804,-0.13425714890861692,-0.07685201473946972
layers_0_1_2_3_alpha_5_0,1.011677170226175,7.335714285714285,-0.05363199249206494,-0.07697547559410968,-0.05,0.01812748565674315,0.18571428571428572,-0.003722785487342374,-0.052485675060409055,-0.1336815507347632,-0.07875897934636068
