,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
layers_1_2_alpha_5_0,0.8785714285714286,0.8857142857142857,0.35,0.37857142857142856,0.2357142857142857,0.4642857142857143,0.2785714285714286,0.4857142857142857,0.3142857142857143,0.17857142857142858,0.2357142857142857
layers_0_1_2_3_alpha_5_0,0.9,0.8857142857142857,0.4142857142857143,0.4,0.3142857142857143,0.5285714285714286,0.32142857142857145,0.5,0.32857142857142857,0.20714285714285716,0.2357142857142857
