,pretrained,pretrained_epoch168_nvis50,pretrained_epoch177_nvis30,pretrained_epoch182_nvis20,pretrained_epoch189_nvis10,pretrained_epoch196_nvis5,pretrained_epoch200_nvis3,pretrained_epoch203_nvis2
nottingham,35.93454247378122,36.996080035144644,27.000327657343746,27.94225238777028,28.22625943171755,28.871961099816758,29.13856430338342,28.666755087770127
jazz,40.42146243549894,68.55568467747219,63.83266292537871,71.50821421398166,69.03330477271331,45.91009768796695,46.49398198625195,47.39922307055883
avg,38.17800245464008,52.775882356308415,45.41649529136123,49.72523330087597,48.62978210221543,37.391029393891856,37.816273144817686,38.03298907916448
