,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
fhl,0.5039659196230575,4.307142857142857,-0.06357339213020331,-0.02052352208815823,0.09285714285714286,-0.025904138287788005,0.014285714285714285,-0.03372541860172621,-0.052688996246132415,-0.07991661186687075,-0.07144840263383813
l,0.28126419838268557,3.4642857142857144,-0.07852559609203286,-0.025667269372081424,0.12142857142857143,-0.04145763532500887,-0.08571428571428572,-0.023864508017142842,-0.05622450763768964,-0.10043152238596564,-0.06857796520763904
