,CHE,CC,CTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS,CTnCTR,PCS,MCTD
fhl,0.6666666666666666,0.6,0.47555555555555556,0.4577777777777778,0.21777777777777776,0.4444444444444444,0.28888888888888886,0.37777777777777777,0.5644444444444444,0.6311111111111111,0.6133333333333333
l,0.1288888888888889,0.09333333333333334,0.5511111111111111,0.38222222222222224,0.14222222222222222,0.27111111111111114,0.13777777777777778,0.29777777777777775,0.5511111111111111,0.6755555555555556,0.6
